Name,Company,Category,Updated,Size,Installs,Current Version,Requires Android,Content Rating,Interactive Elements,In-app Products,Permissions,Report,Offered By,Developer,Eligible for Family Library
Real Totally Battle Simulator,caixiaotong012,Simulation,"April 7, 2022",1100.0,100+,1.0,4.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,caixiaotong012,"Eligible if bought after 7/2/2016.
Learn More"
SIMULACRA - Found phone horror mystery,Kaigan Games OÜ,Simulation,"May 12, 2020",18.0,"50,000+",1.0.53,4.2 and up,"Mature 17+Sexual Themes, Strong Language, ViolenceLearn more",,,View details,ReportFlag as inappropriate,Flag as inappropriate,Kaigan Games OÜ,"Eligible if bought after 7/2/2016.
Learn More"
Aerofly FS 2022,IPACS,Simulation,"February 25, 2022",1.011,"5,000+",20.22.09.11,8.0 and up,EveryoneLearn more,,$0.99 - $1.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,IPACS,"Eligible if bought after 7/2/2016.
Learn More"
Construction Simulator 2014,astragon Entertainment GmbH,Simulation,"April 2, 2015",19.0,"1,000,000+",1.12,4.0.3 and up,EveryoneLearn more,Digital Purchases,$1.22 - $34.16 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,astragon Entertainment GmbH,Learn More
Construction Simulator 2,astragon Entertainment GmbH,Simulation,"July 30, 2019",35.0,"100,000+",1.14,5.0 and up,EveryoneLearn more,"Shares Info, Digital Purchases",$0.99 - $22.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,astragon Entertainment GmbH,"Eligible if bought after 7/2/2016.
Learn More"
Bridge Constructor,ClockStone STUDIO,Simulation,"May 6, 2022",127.0,"1,000,000+",11.6,5.1 and up,EveryoneMild Fantasy ViolenceLearn more,Digital Purchases,$0.99 - $2.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ClockStone STUDIO,"Eligible if bought after 7/2/2016.
Learn More"
Construction Simulator 3,astragon Entertainment GmbH,Simulation,"August 6, 2019",Varies with device,"100,000+",1.2,5.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $22.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,astragon Entertainment GmbH,"Eligible if bought after 7/2/2016.
Learn More"
911 Operator,Games Operators S.A.,Simulation,"March 24, 2020",75.0,"100,000+",4.03.24,4.1 and up,"TeenMild Violence, Drug Reference, LanguageLearn more",Digital Purchases,$0.99 - $5.49 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Games Operators S.A.,"Eligible if bought after 7/2/2016.
Learn More"
Ultimate Cat Simulator,Gluten Free Games LLC,Simulation,"June 14, 2019",Varies with device,"10,000+",Varies with device,Varies with device,"Everyone 10+Fantasy Violence, Mild BloodLearn more",,,View details,ReportFlag as inappropriate,Flag as inappropriate,Gluten Free Games LLC,"Eligible if bought after 7/2/2016.
Learn More"
Train Simulator PRO 2018,Mageeks Apps & Games,Simulation,"July 13, 2021",43.0,"50,000+",1.5,4.4 and up,EveryoneLearn more,Digital Purchases,$0.99 - $19.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Mageeks Apps & Games,"Eligible if bought after 7/2/2016.
Learn More"
Pocket Galaxy - Sandbox Game,PocketLabs,Simulation,"May 1, 2022",46.0,"50,000+",1.80,4.4 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,PocketLabs,"Eligible if bought after 7/2/2016.
Learn More"
MudRunner,Focus Entertainment,Simulation,"June 3, 2021",47.0,"50,000+",1.4.3.8692,6.0 and up,EveryoneLearn more,In-Game Purchases,$1.99 - $8.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Focus Entertainment,"Eligible if bought after 7/2/2016.
Learn More"
My Time at Portia,Nuverse,Simulation,"January 20, 2022",1100.0,"10,000+",1.0.11232,4.4 and up,"Everyone 10+Alcohol Reference, Crude Humor, Fantasy Violence, Mild Suggestive ThemesLearn more",,$0.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Nuverse,"Eligible if bought after 7/2/2016.
Learn More"
Pulling USA,Bowen Games LLC,Simulation,"December 22, 2017",60.0,"50,000+",1.15,4.1 and up,EveryoneLearn more,Digital Purchases,$0.99 - $4.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Bowen Games LLC,"Eligible if bought after 7/2/2016.
Learn More"
Goat Simulator Payday,Coffee Stain Publishing,Simulation,"July 30, 2021",Varies with device,"100,000+",2.0.3,Varies with device,"TeenViolence, Simulated GamblingLearn more",,,View details,ReportFlag as inappropriate,Flag as inappropriate,Coffee Stain Publishing,Learn More
Design Home: Real Home Decor,Crowdstar Inc,Simulation,"May 2, 2022",107.0,"50,000,000+",1.84.038,5.0 and up,EveryoneLearn more,"Users Interact, Shares Location, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Crowdstar Inc,
Klondike Adventures,VIZOR APPS LTD.,Simulation,"May 20, 2022",Varies with device,"10,000,000+",2.73.2,4.4 and up,EveryoneMild Fantasy ViolenceLearn more,Digital Purchases,$0.99 - $249.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,VIZOR APPS LTD.,
Redecor - Home Design Game,Reworks Ltd,Simulation,"May 20, 2022",42.0,"10,000,000+",2.25.1,5.0 and up,EveryoneLearn more,In-App Purchases,$0.99 - $119.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Reworks Ltd,
Fire Emblem Heroes,"Nintendo Co., Ltd.",Simulation,"April 28, 2022",Varies with device,"5,000,000+",6.5.0,6.0 and up,"TeenFantasy Violence, Suggestive Themes, Partial NudityLearn more",In-Game Purchases,$1.99 - $74.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"Nintendo Co., Ltd.",
Fishing Clash,Ten Square Games,Simulation,"May 10, 2022",141.0,"50,000,000+",1.0.183,4.4 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$1.49 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Ten Square Games,
Dragon City Mobile,Socialpoint,Simulation,"May 16, 2022",160.0,"100,000,000+",22.3.3,5.0 and up,EveryoneMild Fantasy ViolenceLearn more,"Users Interact, Digital Purchases",$0.99 - $129.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Socialpoint,
FarmVille 3 – Farm Animals,Zynga,Simulation,"May 13, 2022",190.0,"5,000,000+",1.16.25969,5.0 and up,EveryoneLearn more,In-Game Purchases,$2.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Zynga,
Chapters: Interactive Stories,Crazy Maple Studio Dev,Simulation,"May 19, 2022",108.0,"10,000,000+",6.3.3,4.4 and up,"Mature 17+Violence, Blood, Sexual ThemesLearn more",,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Crazy Maple Studio Dev,
Family Farm Adventure,Century Games Pte. Ltd.,Simulation,"May 19, 2022",466.0,"10,000,000+",1.5.103,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Century Games Pte. Ltd.,
Choices: Stories You Play,Pixelberry,Simulation,"May 19, 2022",87.0,"10,000,000+",2.9.3,5.0 and up,"Mature 17+Sexual Content, Drug Reference, LanguageLearn more",In-Game Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Pixelberry,
Dragonscapes Adventure,Century Games Pte. Ltd.,Simulation,"May 19, 2022",72.0,"5,000,000+",1.5.8,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Century Games Pte. Ltd.,
Legend City,TeamLOM,Simulation,"May 12, 2022",608.0,"1,000,000+",1.1.5,5.0 and up,"Mature 17+Blood, Nudity, Sexual Content, ViolenceLearn more","Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,TeamLOM,
Dragon Farm Adventure-Fun Game,Betta Games,Simulation,"May 6, 2022",319.0,"500,000+",17.1.0,7.0 and up,EveryoneLearn more,,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Betta Games,
FFBE WAR OF THE VISIONS,"SQUARE ENIX Co.,Ltd.",Simulation,"May 9, 2022",139.0,"1,000,000+",5.2.0,5.0 and up,"TeenFantasy Violence, Language, Suggestive ThemesLearn more","Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"SQUARE ENIX Co.,Ltd.",
Idle Lumber Empire,Game Veterans,Simulation,"April 26, 2022",154.0,"10,000,000+",1.4.3,5.0 and up,EveryoneLearn more,In-Game Purchases,$1.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Game Veterans,
Bud Farm: Idle Tycoon,LDRLY Games,Simulation,"March 26, 2022",50.0,"1,000,000+",1.9.3,4.4 and up,"Mature 17+Use of Drugs, LanguageLearn more",In-Game Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,LDRLY Games,
Episode - Choose Your Story,Episode Interactive,Simulation,"May 6, 2022",89.0,"100,000,000+",22.80,7.0 and up,"TeenViolence, Suggestive Themes, Language, Use of Alcohol and TobaccoLearn more",Digital Purchases,$0.25 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Episode Interactive,
Idle Miner Tycoon: Gold & Cash,Kolibri Games,Simulation,"May 13, 2022",146.0,"100,000,000+",3.85.0,4.4 and up,EveryoneLearn more,In-Game Purchases (Includes Random Items),$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Kolibri Games,
ISEKAI: Demon Waifu,TAPZEN PTE. LTD.,Simulation,"February 11, 2022",93.0,"1,000,000+",5.8,4.4 and up,"Mature 17+Violence, Blood, Sexual ContentLearn more",In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,TAPZEN PTE. LTD.,
Idle Mafia - Tycoon Manager,Century Games Pte. Ltd.,Simulation,"April 27, 2022",1100.0,"5,000,000+",5.2.1,5.0 and up,"TeenDrug Reference, Fantasy Violence, Mild Blood, Sexual Themes, Use of TobaccoLearn more",In-Game Purchases,$0.99 - $149.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Century Games Pte. Ltd.,
Property Brothers Home Design,Storm8 Studios,Simulation,"May 22, 2022",158.0,"10,000,000+",2.6.6g,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Storm8 Studios,
The Sims™ FreePlay,ELECTRONIC ARTS,Simulation,"May 10, 2022",58.0,"10,000,000+",5.68.1,4.4 and up,"TeenFantasy Violence, Sexual Content, Partial Nudity, Crude HumorLearn more","Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ELECTRONIC ARTS,
Fallout Shelter,Bethesda Softworks LLC,Simulation,"March 29, 2022",38.0,"10,000,000+",1.14.17,7.0 and up,"TeenAlcohol Reference, Mild Violence, Suggestive ThemesLearn more",Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Bethesda Softworks LLC,
Trailer Park Boys:Greasy Money,East Side Games Studio,Simulation,"April 11, 2022",44.0,"5,000,000+",1.26.3,4.4 and up,"Mature 17+Drug Reference, Sexual Themes, Use of Alcohol, Strong Language, Crude HumorLearn more",Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,East Side Games Studio,
Jurassic World™: The Game,Ludia Inc.,Simulation,"May 10, 2022",39.0,"50,000,000+",1.59.11,5.1 and up,"Everyone 10+Fantasy Violence, Mild BloodLearn more","Shares Info, Digital Purchases",$0.99 - $349.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Ludia Inc.,
Home Design Makeover,Storm8 Studios,Simulation,"May 21, 2022",148.0,"10,000,000+",4.4.1g,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Storm8 Studios,
The Office: Somehow We Manage,East Side Games Studio,Simulation,"May 21, 2022",76.0,"100,000+",1.8.0,6.0 and up,TeenSuggestive ThemesLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,East Side Games Studio,
The Tower - Idle Tower Defense,Tech Tree Games,Simulation,"May 21, 2022",68.0,"1,000,000+",0.13.8,5.1 and up,EveryoneMild Fantasy ViolenceLearn more,In-Game Purchases,$4.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Tech Tree Games,
Sarah's Adventure: Time Travel,Lens Studio,Simulation,"April 29, 2022",137.0,"100,000+",1.6.1.4,4.4 and up,EveryoneTobacco ReferenceLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Lens Studio,
Animal Crossing: Pocket Camp,"Nintendo Co., Ltd.",Simulation,"April 18, 2022",171.0,"10,000,000+",5.0.4,5.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"Nintendo Co., Ltd.",
Romance Fate: Story & Chapters,Higgs Gaming,Simulation,"May 17, 2022",110.0,"5,000,000+",2.7.2,4.4 and up,Mature 17+Sexual ThemesLearn more,Users Interact,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Higgs Gaming,
Hooked Inc: Fishing Games,Lion Studios,Simulation,"April 20, 2022",68.0,"10,000,000+",2.22.3,4.4 and up,TeenSuggestive ThemesLearn more,Digital Purchases,$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Lion Studios,
Tears of Themis,COGNOSPHERE PTE. LTD.,Simulation,"April 28, 2022",172.0,"1,000,000+",2.0.0,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,COGNOSPHERE PTE. LTD.,
Dragons: Rise of Berk,Ludia Inc.,Simulation,"April 26, 2022",99.0,"50,000,000+",1.65.4,5.1 and up,Everyone 10+Mild Fantasy ViolenceLearn more,"Shares Info, Digital Purchases",$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Ludia Inc.,
Cheech and Chong Bud Farm,LDRLY Games,Simulation,"April 12, 2022",70.0,"1,000,000+",1.3.4,5.0 and up,"Mature 17+Sexual Themes, Use of Drugs, LanguageLearn more",In-Game Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,LDRLY Games,
The Sims™ Mobile,ELECTRONIC ARTS,Simulation,"May 16, 2022",130.0,"50,000,000+",33.0.0.133118,4.4 and up,"TeenFantasy Violence, Sexual Content, Crude HumorLearn more","Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ELECTRONIC ARTS,
Cafeland - World Kitchen,GAMEGOS,Simulation,"May 14, 2022",98.0,"10,000,000+",2.2.32,4.4 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,GAMEGOS,
Moments: Choose Your Story,STARDUST,Simulation,"April 20, 2022",145.0,"1,000,000+",1.1.18,4.4 and up,Mature 17+Sexual ContentLearn more,"Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,STARDUST,
BASEBALL 9,playus soft,Sports,"May 20, 2022",154.0,"10,000,000+",1.8.9,4.2 and up,EveryoneLearn more,Digital Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,playus soft,
FIFA Soccer,ELECTRONIC ARTS,Sports,"April 20, 2022",127.0,"100,000,000+",16.0.01,5.0 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ELECTRONIC ARTS,
Infinity 8 Ball,Playorcas,Sports,"April 27, 2022",156.0,"1,000,000+",2.14.1,5.0 and up,EveryoneLearn more,,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Playorcas,
Basketball Stars: Multiplayer,Miniclip.com,Sports,"March 31, 2022",70.0,"50,000,000+",1.37.3,4.4 and up,EveryoneLearn more,Digital Purchases,$0.99 - $109.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Miniclip.com,
Soccer Super Star,Real Freestyle Soccer,Sports,"May 19, 2022",Varies with device,"100,000,000+",Varies with device,Varies with device,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Real Freestyle Soccer,
Try to Fly,BoomBit Games,Sports,"April 16, 2022",110.0,"1,000,000+",0.0.6,5.1 and up,"TeenViolence, BloodLearn more",In-Game Purchases,$2.99 - $29.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,BoomBit Games,
Tennis Clash: Multiplayer Game,Wildlife Studios,Sports,"May 13, 2022",189.0,"50,000,000+",3.19.0,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $149.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Wildlife Studios,
Pro League Soccer,Rasu Games,Sports,"February 26, 2022",52.0,"10,000,000+",1.0.18,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Rasu Games,
NBA LIVE Mobile Basketball,ELECTRONIC ARTS,Sports,"March 29, 2022",Varies with device,"100,000,000+",6.1.00,5.0 and up,EveryoneLearn more,Users Interact,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ELECTRONIC ARTS,
MLB 9 Innings 22,Com2uS,Sports,"May 4, 2022",93.0,"10,000,000+",7.0.6,4.4 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Com2uS,
Madden NFL 22 Mobile Football,ELECTRONIC ARTS,Sports,"May 10, 2022",Varies with device,"5,000,000+",7.9.4,5.0 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ELECTRONIC ARTS,
Super Boxing Championship!,StickRunningSupreme,Sports,"May 20, 2022",Varies with device,"100,000+",Varies with device,4.2 and up,Everyone 10+Fantasy ViolenceLearn more,,$1.99 - $15.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,StickRunningSupreme,
Rocket League Sideswipe,Psyonix Studios,Sports,"May 9, 2022",928.0,"10,000,000+",1.0,6.0 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",,View details,ReportFlag as inappropriate,Flag as inappropriate,Psyonix Studios,
NBA 2K Mobile Basketball Game,"2K, Inc.",Sports,"May 7, 2022",95.0,"5,000,000+",2.20.0.7188579,8.0 and up,EveryoneLearn more,In-Game Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"2K, Inc.",
Pooking - Billiards City,MOUNTAIN GAME,Sports,"May 12, 2022",57.0,"100,000,000+",3.0.32,4.1 and up,EveryoneLearn more,,$0.99 - $4.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,MOUNTAIN GAME,
Bowling Crew — 3D bowling game,Wargaming Group,Sports,"April 29, 2022",201.0,"10,000,000+",1.37,5.1 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Wargaming Group,
Real Boxing 2,Vivid Games S.A.,Sports,"May 17, 2022",Varies with device,"10,000,000+",1.17.5,5.0 and up,"TeenViolence, BloodLearn more",Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Vivid Games S.A.,
Cornhole League,TapNation,Sports,"April 27, 2022",115.0,"1,000,000+",1.6.5,5.0 and up,EveryoneLearn more,In-Game Purchases,$3.49 - $6.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,TapNation,
The World is a Grind,Double Stack Games,Sports,"May 6, 2022",125.0,"10,000+",0.1.1,6.0 and up,TeenViolenceLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Double Stack Games,
Dream League Soccer 2022,First Touch Games Ltd.,Sports,"April 4, 2022",507.0,"100,000,000+",9.12,5.0 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $48.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,First Touch Games Ltd.,
Basketball Battle,DoubleTap Software,Sports,"May 17, 2022",72.0,"10,000,000+",2.3.7,5.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,DoubleTap Software,
Run Race 3D,Good Job Games,Sports,"January 21, 2022",Varies with device,"100,000,000+",1.9.6,5.0 and up,EveryoneLearn more,,$2.49 - $14.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Good Job Games,
Flip Diving,MotionVolt Games Ltd,Sports,"January 31, 2022",82.0,"50,000,000+",3.4.2,4.4 and up,"Everyone 10+Mild Violence, Mild BloodLearn more",In-Game Purchases,$0.99 - $9.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,MotionVolt Games Ltd,
Touchgrind BMX 2,Illusion Labs,Sports,"April 7, 2022",550.0,"10,000,000+",1.5.5,5.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $19.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Illusion Labs,
Flip Master,MotionVolt Games Ltd,Sports,"January 31, 2022",78.0,"10,000,000+",2.3.0,4.4 and up,"TeenViolence, BloodLearn more",In-Game Purchases,$0.99 - $19.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,MotionVolt Games Ltd,
Gun Idle,Green Panda Games,Sports,"April 4, 2022",53.0,"10,000,000+",1.17,6.0 and up,EveryoneLearn more,,$2.99 - $9.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Green Panda Games,
Ultimate Golf!,Miniclip.com,Sports,"May 3, 2022",72.0,"5,000,000+",4.02.06,8.0 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Miniclip.com,
Hoop World,Tapped LTD,Sports,"April 26, 2022",187.0,"1,000,000+",1.26,5.0 and up,EveryoneLearn more,,$3.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Tapped LTD,
Pool Tour - Pocket Billiards,Candy Mobile,Sports,"May 20, 2022",Varies with device,"1,000,000+",Varies with device,Varies with device,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Candy Mobile,
Basket Attack,Yso Corp,Sports,"May 6, 2022",62.0,"100,000+",0.2.2,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Yso Corp,
Touchgrind Skate 2,Illusion Labs,Sports,"October 16, 2020",331.0,"10,000,000+",1.6.1,5.0 and up,EveryoneLearn more,Digital Purchases,$2.49 - $8.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Illusion Labs,
Head Ball 2 - Online Soccer,Masomo Gaming,Sports,"May 11, 2022",145.0,"100,000,000+",1.310,4.4 and up,EveryoneLearn more,Digital Purchases,$0.99 - $104.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Masomo Gaming,
WGT Golf,WGT,Sports,"April 27, 2022",87.0,"10,000,000+",1.77.0,5.0 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,WGT,
MyNBA2K22,"2K, Inc.",Sports,"February 2, 2022",60.0,"500,000+",4.4.0.6866259,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,"2K, Inc.",
Basketball Life 3D,Ceyhun Tasci,Sports,"February 11, 2022",Varies with device,"5,000,000+",1.60,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Ceyhun Tasci,
EA SPORTS™ UFC® Mobile 2,ELECTRONIC ARTS,Sports,"May 17, 2022",Varies with device,"5,000,000+",1.10.02,5.0 and up,TeenViolenceLearn more,"Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ELECTRONIC ARTS,
Retro Bowl,New Star Games Ltd,Sports,"May 19, 2022",21.0,"1,000,000+",1.5.23,4.1 and up,EveryoneLearn more,,$0.99 - $9.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,New Star Games Ltd,
Ping Pong Fury: Table Tennis,Yakuto,Sports,"May 17, 2022",181.0,"5,000,000+",1.35.0.3740,8.0 and up,EveryoneLearn more,,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Yakuto,
Golf Clash,Playdemic,Sports,"May 3, 2022",136.0,"10,000,000+",2.45.0,4.4 and up,EveryoneLearn more,Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Playdemic,
WWE SuperCard - Battle Cards,"2K, Inc.",Sports,"April 22, 2022",102.0,"10,000,000+",4.5.0.7138219,5.0 and up,TeenViolenceLearn more,In-Game Purchases (Includes Random Items),$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"2K, Inc.",
Rival Stars Horse Racing,PIKPOK,Sports,"April 28, 2022",84.0,"10,000,000+",1.32.1,6.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,PIKPOK,
Captain Tsubasa: Dream Team,KLab,Sports,"May 13, 2022",105.0,"10,000,000+",6.2.0,4.4 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,KLab,
Baseball Clash: Real-time game,Miniclip.com,Sports,"April 27, 2022",80.0,"1,000,000+",1.2.0015847,6.0 and up,EveryoneLearn more,,$0.99 - $109.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Miniclip.com,
Golf Impact - World Tour,NEOWIZ,Sports,"November 26, 2021",168.0,"1,000,000+",1.10.00,5.1 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,NEOWIZ,
Streetball Allstar,racoonDigi,Sports,"May 12, 2022",90.0,"1,000,000+",1.4.31,5.0 and up,TeenLanguageLearn more,"Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,racoonDigi,
Boxing Star,FourThirtyThree Inc.,Sports,"April 14, 2022",88.0,"10,000,000+",3.6.1,4.4 and up,TeenViolenceLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,FourThirtyThree Inc.,
Mini Golf King,RisingWings,Sports,"March 31, 2022",111.0,"10,000,000+",3.61.7,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,RisingWings,
EA SPORTS™ FIFA 22 Companion,ELECTRONIC ARTS,Sports,"May 18, 2022",41.0,"10,000,000+",22.8.0.2349,5.0 and up,EveryoneLearn more,Digital Purchases,$2.69 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ELECTRONIC ARTS,
Mini Football - Mobile Soccer,Miniclip.com,Sports,"April 21, 2022",149.0,"10,000,000+",1.7.7,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Miniclip.com,
